province,speculation,type_culture,year,rendement
Seno,sesame,pure,2016,316
Seno,sesame,pure,2017,357
Seno,sesame,pure,2018,289
Seno,sesame,pure,2019,392
Seno,sesame,pure,2020,242
Seno,sesame,pure,2021,79
Soum,sesame,pure,2012,275
Soum,sesame,pure,2013,343
Soum,sesame,pure,2014,266
Soum,sesame,pure,2015,470
Soum,sesame,pure,2016,295
Soum,sesame,pure,2017,315
Soum,sesame,pure,2018,213
Soum,sesame,pure,2019,154
Soum,sesame,pure,2020,625
Soum,sesame,pure,2021,359
Yagha,sesame,pure,2012,477
Yagha,sesame,pure,2013,178
Yagha,sesame,pure,2014,382
Yagha,sesame,pure,2015,386
Yagha,sesame,pure,2016,377
Yagha,sesame,pure,2017,466
Yagha,sesame,pure,2018,430
Yagha,sesame,pure,2019,225
Yagha,sesame,pure,2020,596
Yagha,sesame,pure,2021,468
Bougouriba,sesame,pure,2012,853
Bougouriba,sesame,pure,2013,560
Bougouriba,sesame,pure,2014,861
Bougouriba,sesame,pure,2015,402
Bougouriba,sesame,pure,2016,315
Bougouriba,sesame,pure,2017,727
Bougouriba,sesame,pure,2018,902
Bougouriba,sesame,pure,2019,629
Bougouriba,sesame,pure,2020,375
Bougouriba,sesame,pure,2021,363
Ioba,sesame,pure,2012,
Ioba,sesame,pure,2013,80
Ioba,sesame,pure,2014,789
Ioba,sesame,pure,2015,542
Ioba,sesame,pure,2016,515
Ioba,sesame,pure,2017,726
Ioba,sesame,pure,2018,500
Ioba,sesame,pure,2019,657
Ioba,sesame,pure,2020,640
Ioba,sesame,pure,2021,548
Noumbiel,sesame,pure,2012,
Noumbiel,sesame,pure,2013,
Noumbiel,sesame,pure,2014,
Noumbiel,sesame,pure,2015,
Noumbiel,sesame,pure,2016,
Noumbiel,sesame,pure,2017,
Noumbiel,sesame,pure,2018,
Noumbiel,sesame,pure,2019,686
Noumbiel,sesame,pure,2020,
Noumbiel,sesame,pure,2021,217
Poni,sesame,pure,2012,440
Poni,sesame,pure,2013,810
Poni,sesame,pure,2014,724
Poni,sesame,pure,2015,453
Poni,sesame,pure,2016,387
Poni,sesame,pure,2017,1126
Poni,sesame,pure,2018,1172
Poni,sesame,pure,2019,775
Poni,sesame,pure,2020,347
Poni,sesame,pure,2021,371
